model,train_seed,config_name,eval_episodes,eval_type,eval_max_steps,eval_action_mode,safeguard_threshold,mc_samples,avg_episodic_return,avg_episodic_length,collision_rate,avg_uncertainty,avg_max_uncertainty,avg_activations_per_episode,avg_activation_rate,total_activations,per_episode_csv,actor_checkpoint
uncertainty2_self_attention_threshold,23456,curriculum_stage_2_easy_overtake,50,full,,safeguarded,0.0005,5,111.437167,139.56,0.82,0.003765,0.021581,130.94,0.936701,6547,C:\Users\milke\groupCoursework\FYP\experiment_runs\uncertainty2_self_attention_stage2_lite_5run_100k_20260511_151229\seed23456\evaluation_per_episode.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\uncertainty2_self_attention_stage2_lite_5run_100k_20260511_151229\seed23456\checkpoint_actor.pth
