model,seed,episodic_return,episodic_length,collided
deep_sets_mean_max_baseline,1000,18.93293246864317,35,1
deep_sets_mean_max_baseline,1001,11.933524815287356,25,1
deep_sets_mean_max_baseline,1002,17.22760402411167,33,1
deep_sets_mean_max_baseline,1003,22.589404409135824,31,1
deep_sets_mean_max_baseline,1004,12.763029800527455,26,1
deep_sets_mean_max_baseline,1005,21.036757340124264,37,1
deep_sets_mean_max_baseline,1006,17.811264228569012,33,1
deep_sets_mean_max_baseline,1007,22.50950040725869,40,1
deep_sets_mean_max_baseline,1008,18.351901025388603,33,1
deep_sets_mean_max_baseline,1009,14.28486855732814,28,1
deep_sets_mean_max_baseline,1010,21.310263243952928,39,1
deep_sets_mean_max_baseline,1011,17.07710231705576,32,1
deep_sets_mean_max_baseline,1012,19.51346928862449,35,1
deep_sets_mean_max_baseline,1013,14.244633261849826,29,1
deep_sets_mean_max_baseline,1014,20.882465457728447,38,1
deep_sets_mean_max_baseline,1015,20.31687662752576,37,1
deep_sets_mean_max_baseline,1016,16.915858383076433,32,1
deep_sets_mean_max_baseline,1017,127.9562874881729,150,1
deep_sets_mean_max_baseline,1018,19.362168396762492,36,1
deep_sets_mean_max_baseline,1019,16.21473444100868,31,1
deep_sets_mean_max_baseline,1020,13.976586587476744,27,1
deep_sets_mean_max_baseline,1021,18.117466286429927,34,1
deep_sets_mean_max_baseline,1022,23.46444813839841,41,1
deep_sets_mean_max_baseline,1023,23.668233447296622,38,1
deep_sets_mean_max_baseline,1024,15.246995694378354,30,1
deep_sets_mean_max_baseline,1025,17.82565881836863,33,1
deep_sets_mean_max_baseline,1026,17.72993185316284,33,1
deep_sets_mean_max_baseline,1027,19.008266550792886,35,1
deep_sets_mean_max_baseline,1028,17.358961987928677,33,1
deep_sets_mean_max_baseline,1029,18.38594569146644,33,1
deep_sets_mean_max_baseline,1030,14.742490499484536,30,1
deep_sets_mean_max_baseline,1031,22.4913683518463,39,1
deep_sets_mean_max_baseline,1032,64.70463082248375,84,1
deep_sets_mean_max_baseline,1033,24.103541959058084,42,1
deep_sets_mean_max_baseline,1034,81.65331362741455,104,1
deep_sets_mean_max_baseline,1035,17.956922586399067,34,1
deep_sets_mean_max_baseline,1036,21.411752394129003,38,1
deep_sets_mean_max_baseline,1037,17.093866204988295,33,1
deep_sets_mean_max_baseline,1038,13.674194675188085,28,1
deep_sets_mean_max_baseline,1039,122.91089557555478,145,1
deep_sets_mean_max_baseline,1040,20.189265572103054,36,1
deep_sets_mean_max_baseline,1041,100.54439905451201,112,1
deep_sets_mean_max_baseline,1042,17.311854746936014,33,1
deep_sets_mean_max_baseline,1043,13.327183446304439,27,1
deep_sets_mean_max_baseline,1044,18.9208965279783,34,1
deep_sets_mean_max_baseline,1045,17.632122186622247,34,1
deep_sets_mean_max_baseline,1046,21.416636480985563,38,1
deep_sets_mean_max_baseline,1047,16.76825387600812,32,1
deep_sets_mean_max_baseline,1048,16.565438731179217,33,1
deep_sets_mean_max_baseline,1049,21.9942101354807,37,1
